media	title	n_facebook	o_facebook	total	org_url	thumbnail
joins	"웨딩드레스 대신 5만원짜리 원피스, 결혼 비용 아껴 우간다 학교 지었죠"	5676	5847	11523	http://news.joins.com/article/19880517	http://imgnews.naver.net/image/origin/025/2016/04/13/2611048.jpg
jtbc	새누리 참패, 더민주 제1당 차지…16년만에 여소야대	0	10290	10290	http://news.jtbc.joins.com/article/article.aspx?news_id=NB11213660	http://imgnews.naver.net/image/origin/437/2016/04/14/115194.jpg
nocut	[훅!뉴스] "살인미수범도 있다" 총선후보 전수조사 - 노컷뉴스	77	9826	9903	http://cbs.kr/JBbrFM	http://imgnews.naver.net/image/origin/079/2016/02/12/2798232.jpg
mk	[레이더P] 국민의당 지지율, 서울에서 정의당에 역전	230	9656	9886	http://news.mk.co.kr/newsRead.php?year=2016&no=193153	http://imgnews.naver.net/image/origin/009/2016/03/14/3697222.jpg
joins	서울 마포 매봉산 인근서 20대 여성 시신 든 가방 발견	0	9642	9642	http://news.joins.com/article/19424721	none
nocut	총선 대승하고 세월호 추모 잊은 더민주 - 노컷뉴스	3686	5628	9314	http://cbs.kr/EYoC0m	none
kbs	영원한 피겨 퀸 김연아 ‘이제는 스타 외교관’	2	9163	9165	http://news.kbs.co.kr:80/news/view.do?ncd=3237366	http://imgnews.naver.net/image/origin/056/2016/02/23/10288919.jpg
nocut	[단독]경찰, 위안부 피해자 지원 앞장선 정대협 수사 착수  - 노컷뉴스	79	8636	8715	http://cbs.kr/ZIFIOf	http://imgnews.naver.net/image/origin/079/2016/01/14/2789145.jpg
nocut	"정부는 미쳤고 개성공단은 완전 끝났다" 입주 기업의 눈물 - 노컷뉴스	9	8700	8709	http://cbs.kr/6TOdb6	http://imgnews.naver.net/image/origin/079/2016/02/12/2798150.jpg
joins	국민의당 현충원 참배...안철수, 한상진 뒤따른 이유	8523	48	8571	http://news.joins.com/article/19390608	http://imgnews.naver.net/image/origin/025/2016/01/11/2584144.jpg
joins	“방산비리 때려잡겠다”는 비례대표, 국방부 긴장	71	7885	7956	http://news.joins.com/article/19912405	none
mk	일상생활 속 나도 모르게 남용하는 `번역 투`	8	7346	7354	http://news.mk.co.kr/newsRead.php?year=2016&no=291554	http://imgnews.naver.net/image/origin/009/2016/04/21/3718851.jpg
kbs	軍, 예산 300억 집행…최신 확성기 15대 즉시 배치	6991	17	7008	http://news.kbs.co.kr:80/news/view.do?ncd=3214307	http://imgnews.naver.net/image/origin/056/2016/01/12/10272776.jpg
edaily	아우디 코리아, 이진욱·옥택연 홍보대사로	6710	12	6722	http://www.edaily.co.kr/news/NewsRead.edy?SCD=JC11&newsid=01892566612546256&DCD=A00301&OutLnkChk=Y	http://imgnews.naver.net/image/origin/018/2016/02/01/3465586.jpg
mk	김영란법은 이렇게 우리 경제를 망가뜨린다	702	5988	6690	http://news.mk.co.kr/newsRead.php?year=2016&no=336192	http://imgnews.naver.net/image/origin/009/2016/05/10/3729120.jpg
yonhap	日정부 "위안부 강제연행 증거없다" 입장 유엔에 제출	6262	137	6399	http://www.yonhapnews.co.kr/bulletin/2016/01/30/0200000000AKR20160130032500073.HTML	http://imgnews.naver.net/image/origin/001/2016/01/31/8156192.jpg
yonhap	명색이 베스트셀러 시인인데'…최영미 "생활보조금 받아요"	6239	97	6336	http://www.yonhapnews.co.kr/bulletin/2016/05/18/0200000000AKR20160518107700005.HTML	http://imgnews.naver.net/image/origin/001/2016/05/18/8410353.jpg
kbs	[단독] “교사가 어린이 8명 학대”…경찰 수사	6133	0	6133	http://news.kbs.co.kr:80/news/view.do?ncd=3222970	http://imgnews.naver.net/image/origin/056/2016/01/27/10278954.jpg
yonhap	지하철 7호선 장암∼온수 구간 '불금'엔 24시간 운행(종합)	5770	0	5770	http://www.yonhapnews.co.kr/bulletin/2016/03/11/0200000000AKR20160311061951004.HTML	http://imgnews.naver.net/image/origin/001/2016/03/11/8246540.jpg
kbs	경찰, 오늘 밤 전국에서 음주운전 일제 단속	0	5489	5489	http://news.kbs.co.kr:80/news/view.do?ncd=3294830	http://imgnews.naver.net/image/origin/056/2016/06/14/10327678.jpg
mbc	체감 -28도' 초고층빌딩 공사현장, "냉동고가 더 따뜻"	4848	0	4848	http://imnews.imbc.com/replay/2016/nwdesk/article/3865797_19842.html	http://imgnews.naver.net/image/origin/214/2016/01/23/583718.jpg
mbc	[집중취재] '간호부터 간병까지' 간호사가 책임진다	131	4538	4669	http://imnews.imbc.com/replay/2016/nwdesk/article/3898397_19842.html	http://imgnews.naver.net/image/origin/214/2016/03/11/598002.jpg
mbc	[엠빅뉴스] 어느 재벌 회장님의 유언장	36	4627	4663	http://imnews.imbc.com/n_newssas/n_story/n_story/3898312_17081.html	http://imgnews.naver.net/image/origin/214/2016/03/11/597942.jpg
mbc	[단독] '한반도 전역 감시' 中 초대형레이더 첫 포착	2751	1800	4551	http://imnews.imbc.com/replay/2016/nwdesk/article/3884296_19842.html	http://imgnews.naver.net/image/origin/214/2016/02/19/591325.jpg
yonhap	문재인-심상정 회동…'범야권 전략협의체' 구성 합의	846	3636	4482	http://www.yonhapnews.co.kr/bulletin/2016/01/25/0200000000AKR20160125109200001.HTML	http://imgnews.naver.net/image/origin/001/2016/01/25/8142200.jpg
kbs	‘일하는 스웨덴 국회’…국민 “무한 신뢰”	4295	158	4453	http://news.kbs.co.kr:80/news/view.do?ncd=3223665	http://imgnews.naver.net/image/origin/056/2016/01/28/10279438.jpg
donga	[단독]절대평가 도입한 연세대 의대의 성공… “성적도 협동심도 쑥쑥”	1657	2569	4226	http://news.donga.com/3/all/20160407/77443981/1	http://imgnews.naver.net/image/origin/020/2016/04/07/2962258.jpg
donga	[단독]멀쩡한 컴퓨터 3000대 몽땅 바꾸는 20대 국회	3163	972	4135	http://news.donga.com/3/all/20160524/78300545/1	http://imgnews.naver.net/image/origin/020/2016/05/25/2974845.jpg
mbc	[여론조사] 국민 67.8% "한반도에 사드 배치해야"	908	3100	4008	http://imnews.imbc.com/replay/2016/nwdesk/article/3875706_19842.html	http://imgnews.naver.net/image/origin/214/2016/02/08/588311.jpg
edaily	[문화대상 최우수작⑥] 콘서트 `이승환 빠데이 26년`	3570	0	3570	http://www.edaily.co.kr/news/NewsRead.edy?SCD=JI51&newsid=01269366612549536&DCD=A405&OutLnkChk=Y	http://imgnews.naver.net/image/origin/018/2016/02/11/3472481.jpg
donga	[토요기획]美서 이공계 박사 학위 한국인 60% “미국에 남겠다”	2974	541	3515	http://news.donga.com/3/all/20160116/75929326/1	http://imgnews.naver.net/image/origin/020/2016/01/16/2931619.jpg
edaily	[제3회이데일리문화대상]콘서트부문 `이승환 빠데이 26년` 최우수상	3411	0	3411	http://www.edaily.co.kr/news/NewsRead.edy?SCD=JI51&newsid=04155766612552160&DCD=A405&OutLnkChk=Y	http://imgnews.naver.net/image/origin/018/2016/02/19/3481416.jpg
donga	[글로벌 피플/단독]모든 걸 다 가진 것 같은 그녀, 인터뷰 도중 눈물 쏟아내다	2181	1153	3334	http://news.donga.com/3/all/20160514/78088299/1	http://imgnews.naver.net/image/origin/020/2016/05/14/2972059.jpg
donga	[인사말 전문포함]오창석, 인재영입 16호로 ‘더불어민주당’ 입당	0	3294	3294	http://economy.donga.com/3/all/20160121/76043817/3	http://imgnews.naver.net/image/origin/020/2016/01/21/2934464.jpg
edaily	[전문]문재인, 광주시민들께 드리는 글 “호남이 지지 거두면 정치은퇴·대선 불출마”	2392	0	2392	http://www.edaily.co.kr/news/NewsRead.edy?SCD=JF21&newsid=02492806612614152&DCD=A00602&OutLnkChk=Y	none
edaily	알파고도 완벽하지 않았다..이세돌 1승(1보)	2314	4	2318	http://www.edaily.co.kr/news/NewsRead.edy?SCD=JE41&newsid=02276326612582992&DCD=A00504&OutLnkChk=Y	http://imgnews.naver.net/image/origin/018/2016/03/13/3498513.jpg
